timestamp,open,close,high,low,volume
2021-01-01 02-00-00,443031.0,445666.0,449222.0,440003.0,64.696719
2021-01-01 06-00-00,445862.0,444000.0,446893.0,441271.0,41.423484
2021-01-01 10-00-00,444000.0,445902.0,446382.0,442173.0,61.239426
2021-01-01 14-00-00,445897.0,444418.0,448000.0,443000.0,57.024223
2021-01-01 18-00-00,444422.0,443592.0,446000.0,441400.0,76.828141
2021-01-01 22-00-00,443558.0,446240.0,446730.0,442500.0,49.547189
2021-01-02 02-00-00,446259.0,447200.0,448000.0,442800.0,36.707993
2021-01-02 06-00-00,446803.0,453400.0,453604.0,445503.0,99.060559
2021-01-02 10-00-00,453400.0,454956.0,454995.0,451499.0,82.338987
2021-01-02 14-00-00,454956.0,483187.0,485000.0,454900.0,286.634352
2021-01-02 18-00-00,483423.0,497500.0,499980.0,483193.0,297.133645
2021-01-02 22-00-00,497645.0,482664.0,498000.0,442000.0,302.515717
2021-01-03 02-00-00,482663.0,487908.0,491900.0,482266.0,47.731489
2021-01-03 06-00-00,487908.0,504959.0,514000.0,477380.0,186.724193
2021-01-03 10-00-00,504965.0,510000.0,511950.0,500000.0,144.236627
2021-01-03 14-00-00,509999.0,498065.0,512000.0,485000.0,181.736438
2021-01-03 18-00-00,499028.0,484992.0,499200.0,475000.0,176.505007
2021-01-03 22-00-00,484992.0,489034.0,504997.0,481235.0,89.942421
2021-01-04 02-00-00,489194.0,495535.0,498500.0,483161.0,35.075631
2021-01-04 06-00-00,495606.0,478253.0,502000.0,478251.0,179.676878
2021-01-04 10-00-00,478253.0,462208.0,487053.0,415002.0,546.230558
2021-01-04 14-00-00,462208.0,484640.0,490546.0,460431.0,210.699375
2021-01-04 18-00-00,483131.0,479000.0,487060.0,465005.0,157.227554
2021-01-04 22-00-00,479000.0,484356.0,485000.0,465500.0,69.382946
2021-01-05 02-00-00,484327.0,465000.0,490000.0,464900.0,68.11374
2021-01-05 06-00-00,466903.0,474004.0,477999.0,449999.0,223.829546
2021-01-05 10-00-00,474630.0,488000.0,488295.0,474630.0,221.324656
2021-01-05 14-00-00,488000.0,491942.0,499998.0,481500.0,282.02167
2021-01-05 18-00-00,491942.0,510400.0,513500.0,490500.0,258.187047
2021-01-05 22-00-00,510401.0,509958.0,513500.0,501000.0,107.069511
2021-01-06 02-00-00,511197.0,518459.0,518459.0,501000.0,54.015198
2021-01-06 06-00-00,518000.0,532890.0,546453.0,517280.0,287.267742
2021-01-06 10-00-00,532546.0,541450.0,542722.0,518106.0,201.73479
2021-01-06 14-00-00,541391.0,539044.0,543900.0,533783.0,179.105165
2021-01-06 18-00-00,539043.0,541811.0,555555.0,536000.0,200.017556
2021-01-06 22-00-00,541812.0,571251.0,572500.0,535000.0,208.038762
2021-01-07 02-00-00,569507.0,585113.0,587404.0,568000.0,123.770772
2021-01-07 06-00-00,585113.0,579997.0,590001.0,578504.0,208.98589
2021-01-07 10-00-00,579625.0,598159.0,599900.0,570063.0,193.489798
2021-01-07 14-00-00,598160.0,617340.0,617631.0,593999.0,305.047283
2021-01-07 18-00-00,617340.0,627116.0,644900.0,542350.0,608.090175
2021-01-07 22-00-00,627118.0,624020.0,632995.0,610001.0,151.272351
2021-01-08 02-00-00,624145.0,611978.0,626500.0,582694.0,101.456811
2021-01-08 06-00-00,611969.0,619000.0,620500.0,596822.0,157.451346
2021-01-08 10-00-00,619000.0,647089.0,656833.0,607922.0,287.389693
